DATA

VEHICLE
ID	LON	LAT	NUMBER	CAPACITY	COST
1	120.190740	30.273126	93	5.000000	5
2	120.190740	30.273126	91	5.000000	7
3	120.190740	30.273126	99	5.000000	9
4	120.190740	30.273126	93	10.000000	5
5	120.190740	30.273126	102	10.000000	7
6	120.190740	30.273126	103	10.000000	9
7	120.190740	30.273126	107	15.000000	5
8	120.190740	30.273126	101	15.000000	7
9	120.190740	30.273126	99	15.000000	9
10	120.134184	30.297193	91	5.000000	5
11	120.134184	30.297193	92	5.000000	7
12	120.134184	30.297193	103	5.000000	9
13	120.134184	30.297193	92	10.000000	5
14	120.134184	30.297193	94	10.000000	7
15	120.134184	30.297193	104	10.000000	9
16	120.134184	30.297193	90	15.000000	5
17	120.134184	30.297193	108	15.000000	7
18	120.134184	30.297193	95	15.000000	9
19	120.253304	30.201028	94	5.000000	5
20	120.253304	30.201028	90	5.000000	7
21	120.253304	30.201028	106	5.000000	9
22	120.253304	30.201028	102	10.000000	5
23	120.253304	30.201028	92	10.000000	7
24	120.253304	30.201028	107	10.000000	9
25	120.253304	30.201028	92	15.000000	5
26	120.253304	30.201028	105	15.000000	7
27	120.253304	30.201028	100	15.000000	9
28	120.196934	30.251321	107	5.000000	5
29	120.196934	30.251321	106	5.000000	7
30	120.196934	30.251321	95	5.000000	9
31	120.196934	30.251321	105	10.000000	5
32	120.196934	30.251321	106	10.000000	7
33	120.196934	30.251321	93	10.000000	9
34	120.196934	30.251321	105	15.000000	5
35	120.196934	30.251321	103	15.000000	7
36	120.196934	30.251321	99	15.000000	9


CUSTOMER
ID	LON	LAT	DRY_DEMAND	WET_DEMAND	START_TIME	END_TIME	SETVICE_TIME	CAR_NUM	STATION_TYPE
44	120.103881	30.301548	0.444248	0.322130	480	1020	29	0	0
45	120.091177	30.287050	0.490910	0.299211	480	1020	25	0	0
46	120.072884	30.325702	0.416044	0.298679	480	1020	16	0	0
47	120.088790	30.323472	0.465493	0.295571	0	1440	26	0	0
48	120.068075	30.163649	0.443179	0.278686	0	1440	20	0	0
49	120.091981	30.317167	0.455653	0.301965	480	1020	27	0	0
50	120.129313	30.292761	0.437678	0.321551	0	1440	23	2	1
51	120.092744	30.323989	0.445082	0.307502	0	1440	26	0	0
52	120.096483	30.287137	0.478235	0.308699	0	1440	20	1	1
53	120.095120	30.282339	0.459175	0.289118	0	1440	23	2	1
54	120.121917	30.283221	0.423796	0.309671	0	1440	21	0	0
55	120.130886	30.292345	0.463033	0.309602	0	1440	21	0	0
56	120.085598	30.318221	0.467844	0.303814	0	1440	15	2	1
57	120.086053	30.330113	0.479637	0.301651	0	1440	22	0	0
58	120.128739	30.290265	0.463050	0.304425	0	1440	27	1	1
59	120.089895	30.311957	0.425827	0.299133	480	1020	17	0	0
60	120.068392	30.342342	0.425908	0.305099	0	1440	16	2	1
61	120.143475	30.288557	0.404420	0.315351	0	1440	15	2	1
62	120.101931	30.269952	0.472931	0.301462	0	1440	24	0	0
63	120.089499	30.291892	0.431999	0.315472	0	1440	25	2	1
64	120.108769	30.273173	0.463484	0.306182	0	1440	19	1	1
65	120.131411	30.287130	0.435554	0.291320	0	1440	17	1	1
66	120.112919	30.283282	0.443467	0.307957	0	1440	25	2	1
67	120.142686	30.290686	0.423290	0.274435	0	1440	19	1	1
68	120.055432	30.294362	0.454517	0.303727	0	1440	21	0	0
69	120.093931	30.287723	0.438509	0.272497	0	1440	18	1	1
70	120.056120	30.292147	0.461323	0.290715	0	1440	15	2	1
71	119.685045	29.780530	0.442850	0.302466	480	1020	15	0	0
72	120.060104	30.288684	0.446326	0.308664	0	1440	18	0	0
73	120.203661	30.335908	0.438113	0.283774	0	1440	28	2	1
74	120.017222	30.210624	0.441230	0.304241	0	1440	18	0	0
75	120.097319	30.285301	0.447979	0.307421	480	1020	22	0	0
76	120.107883	30.277401	0.445447	0.312747	0	1440	28	0	0
77	120.106153	30.283462	0.436397	0.308874	0	1440	29	0	0
78	120.121518	30.287433	0.480080	0.314572	0	1440	29	0	0
79	120.017324	30.212382	0.431788	0.304176	0	1440	27	2	1
80	120.064854	30.242257	0.458341	0.290631	0	1440	18	0	0
81	120.093715	30.287976	0.440950	0.315716	0	1440	26	1	1
82	120.065820	30.337626	0.444241	0.302327	0	1440	17	0	0
83	120.111829	30.290636	0.449713	0.307012	0	1440	18	1	1
84	120.119104	30.289921	0.420896	0.326175	0	1440	21	0	0
85	120.135331	30.284257	0.435777	0.304923	0	1440	23	0	0
86	120.147415	30.269924	0.436439	0.311381	0	1440	17	2	1
87	120.014138	30.216649	0.437479	0.300031	0	1440	19	2	1
88	120.108645	30.275419	0.453464	0.282772	0	1440	24	2	1
89	120.105477	30.288992	0.446430	0.301855	0	1440	15	0	0
90	120.089982	30.324800	0.448827	0.307423	0	1440	19	0	0
91	120.041881	30.239953	0.427097	0.301195	0	1440	24	1	1
92	120.132421	30.283411	0.442816	0.277963	0	1440	26	0	0
93	120.065506	30.145123	0.411496	0.314383	0	1440	20	0	0
94	120.101221	30.279552	0.421292	0.304928	0	1440	25	1	1
95	120.105186	30.270863	0.462866	0.306186	0	1440	19	1	1
96	120.103790	30.288522	0.481984	0.288766	0	1440	21	0	0
97	120.065973	30.343073	0.479025	0.314609	0	1440	18	0	0
98	120.067389	30.332863	0.434017	0.284482	0	1440	19	0	0
99	120.314022	30.416378	0.432855	0.295718	0	1440	15	2	1
100	120.115774	30.277016	0.454678	0.293046	0	1440	29	0	0
101	120.080817	30.334631	0.439154	0.303350	0	1440	21	0	0
102	120.124595	30.286239	0.445620	0.300996	0	1440	18	0	0
103	120.068967	30.329816	0.415398	0.301235	0	1440	22	0	0
104	120.117209	30.278465	0.427799	0.302424	480	1020	20	0	0
105	120.127850	30.293231	0.481214	0.288179	0	1440	16	2	1
106	120.056664	30.329553	0.438659	0.313635	0	1440	17	0	0
107	120.110365	30.273487	0.480691	0.287136	0	1440	26	0	0
108	120.136898	30.282000	0.451406	0.316156	0	1440	15	0	0
109	120.138224	30.289914	0.459580	0.319047	0	1440	18	0	0
110	120.067365	30.329674	0.445392	0.292610	480	1020	16	0	0
111	120.100751	30.308973	0.449557	0.300523	480	1020	17	0	0
112	120.098662	30.162196	0.423091	0.291121	0	1440	23	2	1
113	120.083161	30.321354	0.440618	0.296538	480	1020	21	0	0
114	120.132093	30.282793	0.428645	0.294830	480	1020	23	0	0
115	120.081400	30.336801	0.474442	0.299057	0	1440	16	0	0
116	120.102028	30.276757	0.458814	0.298993	0	1440	19	0	0
117	120.105474	30.297432	0.437001	0.306101	0	1440	29	1	1
118	120.128119	30.280972	0.485666	0.291584	0	1440	20	0	0
119	120.128199	30.257102	0.407784	0.300879	0	1440	15	0	0
120	120.140614	30.284294	0.465979	0.288024	0	1440	19	1	1
121	120.109734	30.290597	0.455441	0.292530	0	1440	19	0	0
122	120.137231	30.284311	0.419767	0.296692	0	1440	17	2	1
123	120.102125	30.285498	0.424049	0.299536	0	1440	29	2	1
124	120.130194	30.261416	0.428350	0.302316	0	1440	23	0	0
125	120.151090	30.269434	0.418447	0.300175	0	1440	24	2	1
126	120.103917	30.270246	0.496511	0.288578	0	1440	27	0	0
127	120.119014	30.274384	0.471238	0.291999	0	1440	16	0	0
128	120.136474	30.290775	0.466260	0.302367	0	1440	20	1	1
129	120.139942	30.281171	0.440249	0.298821	0	1440	22	1	1
130	120.064152	30.290084	0.411523	0.292363	0	1440	24	0	0
131	120.142056	30.281805	0.459319	0.295877	0	1440	16	1	1
132	120.091774	30.313805	0.445016	0.305517	0	1440	21	0	0
133	120.106444	30.282380	0.468633	0.294290	480	1020	29	0	0
134	120.128065	30.291431	0.452113	0.305705	0	1440	28	0	0
135	120.063137	30.340760	0.454444	0.293662	0	1440	25	2	1
136	120.073137	30.150731	0.446867	0.300271	0	1440	20	2	1
137	120.135146	30.291502	0.425913	0.277889	0	1440	25	0	0
138	120.126593	30.260556	0.423230	0.302588	0	1440	25	1	1
139	120.142686	30.290686	0.449053	0.281493	0	1440	19	2	1
140	120.134263	30.275051	0.438760	0.296716	0	1440	17	2	1
141	120.148601	30.280586	0.435742	0.277977	0	1440	23	1	1
142	120.151120	30.276281	0.472695	0.301850	0	1440	28	1	1
143	120.058243	30.241991	0.477297	0.276123	0	1440	19	0	0
144	120.094472	30.165860	0.460530	0.304154	0	1440	27	1	1
145	120.092582	30.271154	0.450998	0.290331	0	1440	19	1	1
146	120.091707	30.274172	0.451504	0.305054	0	1440	23	0	0
147	120.054128	30.290465	0.439790	0.298537	0	1440	25	1	1
148	120.089239	30.326276	0.424973	0.282741	0	1440	20	0	0
149	120.017691	30.219441	0.444737	0.295272	0	1440	22	0	0
150	120.071586	30.162978	0.436717	0.301243	0	1440	29	0	0
151	120.060672	30.146082	0.455024	0.287093	0	1440	27	1	1
152	120.154275	30.271420	0.407013	0.300849	480	1020	19	0	0
153	120.102829	30.279303	0.431607	0.287610	0	1440	20	0	0
154	120.094828	30.297811	0.480372	0.307702	0	1440	17	2	1
155	120.109136	30.290515	0.448650	0.293586	0	1440	25	0	0
156	120.113076	30.291199	0.473594	0.313824	0	1440	27	0	0
157	120.062015	30.232157	0.446469	0.317108	0	1440	16	1	1
158	120.043303	30.220441	0.489297	0.294508	0	1440	26	2	1
159	120.143595	30.280106	0.462761	0.291246	0	1440	20	2	1
160	120.105721	30.285451	0.474927	0.303440	480	1020	20	0	0
161	120.085190	30.326802	0.449784	0.287613	0	1440	18	0	0
162	120.106850	30.279005	0.432674	0.303724	0	1440	18	0	0
163	120.055424	30.244551	0.464654	0.302187	0	1440	21	2	1
164	120.149318	30.266212	0.466585	0.316278	480	1020	20	0	0
165	120.141409	30.269485	0.427743	0.312995	0	1440	26	1	1
166	120.067878	30.144628	0.457290	0.291739	0	1440	28	1	1
167	120.137489	30.276736	0.445202	0.295440	0	1440	16	0	0
168	120.140052	30.290163	0.460975	0.304890	480	1020	25	0	0
169	120.146001	30.276823	0.471761	0.301508	0	1440	21	0	0
170	120.082674	30.284182	0.442106	0.297248	0	1440	18	2	1
171	120.096063	30.290834	0.468852	0.299747	0	1440	18	1	1
172	120.132919	30.288760	0.456358	0.297999	0	1440	17	0	0
173	120.144110	30.282990	0.424609	0.291677	0	1440	19	2	1
174	120.135592	30.290438	0.423319	0.310915	0	1440	20	0	0
175	120.100736	30.290414	0.464885	0.307452	0	1440	20	0	0
176	120.147299	30.265000	0.443190	0.312550	480	1020	25	0	0
177	120.146712	30.272433	0.471891	0.297765	0	1440	28	0	0
178	120.080892	30.146955	0.456352	0.291911	0	1440	23	1	1
179	120.104993	30.289066	0.440256	0.281513	0	1440	19	2	1
180	120.130814	30.252648	0.464695	0.284935	0	1440	15	0	0
181	120.128055	30.267618	0.448712	0.309270	0	1440	28	0	0
182	120.096375	30.289120	0.459236	0.286776	0	1440	28	0	0
183	120.099022	30.302220	0.442277	0.288482	0	1440	15	0	0
184	120.049148	30.243067	0.445463	0.290139	0	1440	28	0	0
185	120.149685	30.269228	0.423785	0.284940	480	1020	27	0	0
186	120.126163	30.276415	0.414561	0.303205	0	1440	29	2	1
187	120.130865	30.285410	0.433882	0.303219	480	1020	21	0	0
188	120.097148	30.270650	0.444671	0.292309	0	1440	19	2	1
189	120.146164	30.280791	0.445889	0.304664	0	1440	28	0	0
190	120.142034	30.284154	0.429225	0.309918	0	1440	15	0	0
191	120.068819	30.324176	0.468987	0.278944	0	1440	20	0	0
192	120.118035	30.280844	0.421636	0.282763	0	1440	17	0	0
193	120.073219	30.312399	0.484770	0.290215	0	1440	16	0	0
194	120.098465	30.280431	0.462048	0.300360	480	1020	23	0	0
195	120.083235	30.329557	0.422005	0.293340	0	1440	27	0	0
196	120.056897	30.290411	0.478313	0.311787	0	1440	23	2	1
197	120.112723	30.280552	0.470195	0.315332	0	1440	16	2	1
198	120.124297	30.281218	0.481391	0.298599	0	1440	16	1	1
199	120.129277	30.257490	0.468358	0.297914	0	1440	25	0	0
200	120.052162	30.246395	0.475717	0.290096	0	1440	21	2	1
201	120.144380	30.267629	0.415902	0.304185	0	1440	27	1	1
202	120.148398	30.279250	0.454690	0.320068	0	1440	23	1	1
203	120.093360	30.309671	0.441965	0.297163	0	1440	26	1	1
204	120.005200	30.209075	0.477359	0.295408	0	1440	29	1	1
205	120.115558	30.278436	0.436430	0.301088	0	1440	27	2	1
206	120.099519	30.271915	0.457314	0.287480	0	1440	28	0	0
207	120.098864	30.278104	0.425045	0.310344	480	1020	25	0	0
208	120.125698	30.269934	0.441424	0.306132	0	1440	16	0	0
209	120.146722	30.284774	0.472166	0.313740	480	1020	16	0	0
210	120.216211	30.270389	0.452848	0.278552	0	1440	18	0	0
211	120.131500	30.255847	0.452456	0.290935	0	1440	26	1	1
212	120.123550	30.281036	0.453191	0.290251	0	1440	22	2	1
213	120.148228	30.283169	0.483987	0.288329	0	1440	18	0	0
214	120.144920	30.288605	0.437824	0.304042	0	1440	25	0	0
215	120.151667	30.169379	0.461023	0.297112	0	1440	23	0	0
216	120.059322	30.288985	0.445607	0.287989	0	1440	24	0	0
217	120.102060	30.288579	0.443770	0.296746	0	1440	26	1	1
218	120.141200	30.284200	0.463938	0.299167	0	1440	19	2	1
219	120.065218	30.328507	0.457137	0.313485	0	1440	21	0	0
220	120.117643	30.282158	0.417681	0.298315	0	1440	19	1	1
221	120.139572	30.293135	0.457852	0.316223	0	1440	25	1	1
222	120.100538	30.296102	0.474255	0.296186	480	1020	19	0	0
223	120.148136	30.277708	0.482162	0.300818	480	1020	15	0	0
224	120.146215	30.270976	0.460541	0.301614	0	1440	20	0	0
225	120.138545	30.296969	0.441248	0.280945	0	1440	25	0	0
226	120.105930	30.181832	0.457170	0.286162	0	1440	19	2	1
227	120.099732	30.286961	0.440445	0.309812	0	1440	27	1	1
228	120.142599	30.269453	0.432354	0.310074	0	1440	24	0	0
229	120.059994	30.142671	0.450149	0.313225	0	1440	17	1	1
230	120.092770	30.280180	0.439783	0.295584	480	1020	28	0	0
231	120.146992	30.265739	0.434358	0.301132	0	1440	23	1	1
232	120.109235	30.271000	0.450489	0.298442	0	1440	25	0	0
233	120.087822	30.130406	0.479689	0.297952	0	1440	15	0	0
234	120.061491	30.144292	0.458929	0.290790	0	1440	15	0	0
235	120.091204	30.323043	0.450556	0.286404	480	1020	23	0	0
236	120.123717	30.277769	0.435596	0.298964	0	1440	22	2	1
237	120.123538	30.293071	0.441985	0.330975	0	1440	28	2	1
238	120.137074	30.274552	0.501413	0.294389	0	1440	27	1	1
239	120.106364	30.270298	0.452416	0.303989	0	1440	23	2	1
240	120.106816	30.281148	0.464852	0.303459	0	1440	20	2	1
241	120.143711	30.283315	0.460706	0.294591	0	1440	29	1	1
242	120.109803	30.181287	0.419216	0.292263	0	1440	15	0	0
243	120.051661	30.247443	0.457115	0.312121	480	1020	17	0	0
244	120.090322	30.136242	0.442521	0.305750	0	1440	22	1	1
245	120.081344	30.287867	0.452007	0.301807	0	1440	22	2	1
246	120.102461	30.267695	0.450319	0.297563	0	1440	17	2	1
247	120.082150	30.291138	0.455415	0.294143	0	1440	28	1	1
248	120.106611	30.274393	0.441599	0.285178	0	1440	17	0	0
249	120.140415	30.293195	0.466891	0.299311	0	1440	18	2	1
250	120.109434	30.275964	0.455357	0.304446	0	1440	16	0	0
251	120.136941	30.272747	0.482183	0.283668	480	1020	29	0	0
252	120.121065	30.276099	0.454383	0.301188	0	1440	25	0	0
253	120.111354	30.270919	0.443822	0.307073	0	1440	15	2	1
254	120.098315	30.280118	0.430660	0.289140	0	1440	26	0	0
255	120.094380	30.265859	0.457502	0.294071	0	1440	19	2	1
256	120.056928	30.253090	0.476107	0.283657	0	1440	18	0	0
257	120.100598	30.273994	0.427222	0.306343	0	1440	17	0	0
258	120.067130	30.173168	0.440381	0.291490	0	1440	19	0	0
259	120.096546	30.294078	0.412820	0.309725	0	1440	26	0	0
260	120.082781	30.321938	0.435766	0.299386	480	1020	27	0	0
261	120.108529	30.271729	0.450944	0.311886	0	1440	26	2	1
262	120.128180	30.272693	0.467062	0.294617	480	1020	17	0	0
263	120.133910	30.273060	0.463970	0.293147	0	1440	25	2	1
264	120.063794	30.348509	0.426037	0.311805	0	1440	26	0	0
265	120.103785	30.288507	0.462622	0.290461	0	1440	20	0	0
266	120.091740	30.277915	0.464224	0.311885	480	1020	25	0	0
267	120.083654	30.324978	0.427990	0.296569	0	1440	18	0	0
268	120.104363	30.268430	0.484136	0.273444	0	1440	16	0	0
269	120.105375	30.263654	0.402816	0.307072	0	1440	27	0	0
270	120.099543	30.276380	0.449383	0.293944	0	1440	16	0	0
271	120.149574	30.269847	0.444439	0.278556	0	1440	21	0	0
272	120.137905	30.273184	0.466991	0.312127	0	1440	26	0	0
273	120.074520	30.173219	0.452034	0.314072	0	1440	27	0	0
274	120.145074	30.286930	0.457546	0.307128	0	1440	16	2	1
275	120.128480	30.273700	0.436786	0.272811	0	1440	23	2	1
276	120.137804	30.284556	0.424863	0.300851	0	1440	17	0	0
277	120.105635	30.269203	0.436464	0.297552	0	1440	25	0	0
278	120.099721	30.274927	0.410428	0.298872	0	1440	24	0	0
279	120.135325	30.291558	0.470413	0.308982	0	1440	15	1	1
280	120.114921	30.270062	0.448056	0.288025	0	1440	23	1	1
281	120.123030	30.278840	0.436679	0.298296	0	1440	20	1	1
282	120.131735	30.256811	0.439809	0.311469	0	1440	25	2	1
283	120.148477	30.276856	0.430715	0.281545	480	1020	21	0	0
284	120.137866	30.271726	0.419010	0.296469	0	1440	27	0	0
285	120.105864	30.181929	0.447361	0.298135	480	1020	15	0	0
286	120.100377	30.282932	0.471544	0.294409	0	1440	18	2	1
287	120.143986	30.276028	0.460452	0.301320	0	1440	25	1	1
288	120.112550	30.273517	0.488414	0.283125	480	1020	22	0	0
289	120.200231	30.261261	0.456392	0.298181	0	1440	27	0	0
290	120.099179	30.166534	0.466919	0.306693	480	1020	16	0	0
291	120.130558	30.276281	0.497583	0.301465	0	1440	27	0	0
292	120.068679	30.256031	0.424699	0.302398	0	1440	23	0	0
293	120.099002	30.282034	0.436642	0.301375	0	1440	27	1	1
294	120.079228	30.315112	0.467389	0.290047	0	1440	20	0	0
295	120.071860	30.140528	0.442372	0.299672	0	1440	15	2	1
296	120.106235	30.268381	0.466727	0.324378	480	1020	15	0	0
297	120.095699	30.274879	0.441863	0.298578	0	1440	21	1	1
298	120.101558	30.291241	0.472599	0.299307	0	1440	20	2	1
299	120.113057	30.276361	0.427295	0.294695	0	1440	21	2	1
300	120.104326	30.276389	0.423086	0.289373	0	1440	21	0	0
301	120.104402	30.170364	0.434803	0.294903	0	1440	20	2	1
302	120.107589	30.269030	0.457793	0.301146	0	1440	23	0	0
303	120.102416	30.287833	0.472645	0.287291	0	1440	22	0	0
304	120.102911	30.287115	0.421555	0.310223	0	1440	22	1	1
305	120.128960	30.292855	0.440887	0.303795	0	1440	25	0	0
306	120.134978	30.283705	0.470652	0.309205	0	1440	23	0	0
307	120.147558	30.274784	0.411865	0.294692	0	1440	26	2	1
308	119.932626	30.271086	0.443110	0.300520	0	1440	28	1	1
309	120.109030	30.299139	0.457205	0.300373	0	1440	16	0	0
310	120.092141	30.287413	0.434600	0.315136	0	1440	25	1	1
311	120.101874	30.275198	0.446313	0.296993	480	1020	15	0	0
312	120.145255	30.270329	0.435163	0.293264	0	1440	28	2	1
313	120.134206	30.252980	0.471064	0.301465	0	1440	19	2	1
314	120.141989	30.288402	0.442068	0.295525	0	1440	19	0	0
315	120.079943	30.158123	0.428174	0.292516	480	1020	16	0	0
316	120.141028	30.288572	0.457294	0.302638	480	1020	25	0	0
317	120.090379	30.266068	0.468529	0.288013	0	1440	20	2	1
318	120.100558	30.311352	0.482417	0.305477	0	1440	21	0	0
319	120.093094	30.277045	0.450409	0.304444	0	1440	22	0	0
320	120.089829	30.283891	0.451729	0.308040	0	1440	28	0	0
321	120.081518	30.170323	0.446253	0.297915	0	1440	15	0	0
322	120.143185	30.286152	0.445542	0.286730	0	1440	27	0	0
323	120.097834	30.165963	0.432467	0.291300	0	1440	25	0	0
324	120.096829	30.160342	0.413630	0.302380	0	1440	28	1	1
325	120.085629	30.169505	0.448374	0.286906	0	1440	17	1	1
326	120.078879	30.148058	0.452451	0.305371	0	1440	26	2	1
327	120.122809	30.284682	0.432202	0.302470	0	1440	26	0	0
328	120.114747	30.281576	0.441300	0.300327	0	1440	21	1	1
329	120.096036	30.273479	0.424715	0.301804	0	1440	20	2	1
330	120.135478	30.277494	0.465058	0.308674	0	1440	26	0	0
331	120.121701	30.292959	0.472826	0.308303	0	1440	27	0	0
332	120.124897	30.283181	0.424547	0.302744	480	1020	25	0	0
333	120.053060	30.241652	0.441530	0.309091	0	1440	29	2	1
334	120.142726	30.284249	0.441743	0.299129	0	1440	22	2	1
335	120.106477	30.272155	0.438182	0.301348	0	1440	22	1	1
336	120.079987	30.159516	0.443599	0.303925	0	1440	28	1	1
337	120.124935	30.273705	0.460811	0.314546	0	1440	17	0	0
338	120.100369	30.275033	0.424754	0.302783	0	1440	18	0	0
339	120.081870	30.120096	0.471502	0.306912	0	1440	18	1	1
340	120.128931	30.292484	0.472983	0.314199	0	1440	28	0	0
341	120.118311	30.285195	0.419132	0.290249	0	1440	16	2	1
342	120.116570	30.271015	0.483698	0.292489	0	1440	16	1	1
343	120.145261	30.268606	0.483982	0.276316	0	1440	15	0	0
344	120.051330	30.235577	0.447147	0.303979	0	1440	15	0	0
345	120.154245	30.224232	0.426832	0.306560	0	1440	22	2	1
346	120.129310	30.254976	0.425011	0.301068	0	1440	27	1	1
347	120.100792	30.280862	0.473458	0.306618	0	1440	19	0	0
348	120.099749	30.277132	0.456955	0.310493	0	1440	22	2	1
349	120.138920	30.283945	0.430016	0.302773	0	1440	27	0	0
350	120.137812	30.284421	0.419763	0.287664	0	1440	19	1	1
351	120.137767	30.281904	0.483594	0.317974	0	1440	16	0	0
352	120.148120	30.268465	0.470098	0.293240	0	1440	21	0	0
353	120.069565	30.143230	0.456043	0.287339	0	1440	26	2	1
354	120.028916	30.213722	0.449417	0.281316	0	1440	26	2	1
355	120.100189	30.292065	0.477556	0.293090	0	1440	23	2	1
356	120.075417	30.314306	0.484188	0.290223	0	1440	25	0	0
357	120.089077	30.287820	0.443625	0.305062	0	1440	27	0	0
358	120.106795	30.264691	0.454104	0.304866	0	1440	19	2	1
359	120.071531	30.291896	0.453583	0.277258	0	1440	29	2	1
360	120.090379	30.266068	0.457702	0.287590	0	1440	19	0	0
361	120.069395	30.300597	0.415218	0.289762	0	1440	15	0	0
362	120.030285	30.211676	0.475999	0.306514	0	1440	22	0	0
363	120.144240	30.279532	0.427048	0.292081	0	1440	19	0	0
364	120.129192	30.265502	0.461667	0.297662	0	1440	18	1	1
365	120.141812	30.289550	0.467487	0.313473	0	1440	21	0	0
366	120.142623	30.283952	0.438506	0.308319	0	1440	22	1	1
367	120.090908	30.289338	0.463211	0.295728	0	1440	15	0	0
368	120.125065	30.288946	0.445162	0.302158	0	1440	26	0	0
369	120.141568	30.287009	0.458681	0.304091	0	1440	22	0	0
370	120.147605	30.264092	0.438027	0.303687	0	1440	26	2	1
371	120.145112	30.283513	0.445919	0.310512	0	1440	25	0	0
